customer_id,signup_date,acquisition_channel,state,subscription_tier,customer_segment
22777,2023-05-29,Organic,FL,Essential,Budget Builder
22778,2023-01-10,Partner,IL,Essential,Credit Improver
22779,2024-10-05,Paid Search,GA,Essential,Credit Improver
22780,2023-03-03,Referral,IL,Essential,Budget Builder
22781,2025-02-12,Partner,FL,Essential,Budget Builder
22782,2024-06-11,Paid Search,FL,Plus,Budget Builder
22783,2024-03-20,Social,IL,Plus,Budget Builder
22784,2023-01-17,Paid Search,GA,Essential,Budget Builder
22785,2024-01-04,Referral,CA,Premium,Budget Builder
22786,2024-11-14,Partner,NJ,Essential,Investor
22787,2025-06-26,Paid Search,NJ,Plus,Credit Improver
22788,2024-08-05,Paid Search,NY,Premium,Budget Builder
22789,2023-09-12,Social,NY,Essential,Family Planner
22790,2024-03-31,Paid Search,GA,Premium,Budget Builder
22791,2024-10-04,Organic,TX,Essential,Family Planner
22792,2024-07-14,Paid Search,FL,Essential,Investor
22793,2024-06-16,Partner,NJ,Plus,Budget Builder
22794,2023-11-16,Paid Search,TX,Essential,Credit Improver
22795,2023-08-08,Paid Search,CA,Essential,Family Planner
22796,2024-11-29,Paid Search,CA,Plus,Credit Improver
22797,2023-02-01,Organic,IL,Plus,Family Planner
22798,2024-12-15,Organic,IL,Premium,Budget Builder
22799,2025-01-23,Partner,IL,Essential,Budget Builder
22800,2024-02-13,Social,IL,Plus,Family Planner
22801,2025-04-07,Organic,IL,Essential,Investor
22802,2023-06-22,Partner,GA,Premium,Family Planner
22803,2025-07-24,Referral,FL,Essential,Family Planner
22804,2024-12-07,Referral,IL,Premium,Investor
22805,2025-09-02,Paid Search,NJ,Essential,Credit Improver
22806,2025-02-21,Paid Search,GA,Plus,Family Planner
22807,2023-05-12,Paid Search,TX,Essential,Family Planner
22808,2024-10-24,Referral,NY,Plus,Budget Builder
22809,2023-12-25,Social,GA,Essential,Investor
22810,2025-01-29,Organic,IL,Plus,Credit Improver
22811,2023-06-14,Social,FL,Essential,Budget Builder
22812,2024-12-17,Organic,FL,Essential,Budget Builder
22813,2024-03-02,Partner,FL,Essential,Budget Builder
22814,2024-11-07,Referral,NY,Essential,Budget Builder
22815,2024-05-02,Partner,GA,Essential,Investor
22816,2023-08-01,Partner,FL,Plus,Family Planner
22817,2025-02-04,Organic,TX,Essential,Investor
22818,2023-06-06,Referral,NY,Essential,Family Planner
22819,2024-03-10,Social,GA,Plus,Budget Builder
22820,2025-04-21,Paid Search,GA,Plus,Family Planner
22821,2024-10-06,Paid Search,IL,Essential,Investor
22822,2023-11-08,Organic,CA,Plus,Investor
22823,2023-05-07,Paid Search,CA,Plus,Investor
22824,2024-01-12,Referral,FL,Plus,Credit Improver
22825,2023-08-13,Organic,NY,Plus,Budget Builder
22826,2024-05-11,Paid Search,GA,Essential,Credit Improver
22827,2024-04-17,Paid Search,GA,Plus,Credit Improver
22828,2024-04-19,Partner,TX,Essential,Credit Improver
22829,2023-08-05,Paid Search,NJ,Plus,Credit Improver
22830,2023-07-15,Referral,GA,Essential,Credit Improver
22831,2023-07-20,Paid Search,TX,Essential,Budget Builder
22832,2024-01-01,Paid Search,NY,Plus,Credit Improver
22833,2024-12-19,Paid Search,NY,Essential,Budget Builder
22834,2024-02-04,Partner,TX,Plus,Investor
22835,2024-08-12,Paid Search,NY,Plus,Family Planner
22836,2023-08-02,Paid Search,FL,Essential,Investor
22837,2023-12-07,Referral,FL,Essential,Investor
22838,2025-08-16,Partner,FL,Premium,Budget Builder
22839,2023-04-29,Paid Search,CA,Essential,Investor
22840,2025-04-15,Organic,IL,Plus,Family Planner
22841,2025-04-21,Social,IL,Premium,Budget Builder
22842,2025-05-16,Paid Search,NY,Essential,Budget Builder
22843,2025-08-02,Partner,IL,Essential,Credit Improver
22844,2024-02-06,Organic,FL,Essential,Investor
22845,2025-06-01,Partner,IL,Essential,Family Planner
22846,2024-07-19,Organic,NY,Essential,Budget Builder
22847,2024-02-28,Social,GA,Premium,Family Planner
22848,2023-04-28,Social,NJ,Essential,Credit Improver
22849,2024-01-03,Paid Search,FL,Essential,Family Planner
22850,2024-09-21,Organic,NJ,Essential,Budget Builder
22851,2023-05-28,Partner,NJ,Essential,Family Planner
22852,2023-05-30,Organic,IL,Essential,Investor
22853,2025-03-26,Partner,NJ,Essential,Investor
22854,2023-09-13,Organic,CA,Essential,Family Planner
22855,2023-03-23,Referral,GA,Plus,Budget Builder
22856,2023-01-16,Paid Search,CA,Essential,Family Planner
22857,2025-06-19,Partner,TX,Premium,Investor
22858,2023-07-12,Paid Search,GA,Premium,Credit Improver
22859,2024-12-23,Paid Search,CA,Plus,Budget Builder
22860,2025-08-30,Organic,CA,Essential,Investor
22861,2025-08-08,Referral,CA,Essential,Credit Improver
22862,2024-06-19,Paid Search,NJ,Plus,Family Planner
22863,2023-12-09,Organic,NJ,Essential,Credit Improver
22864,2024-01-30,Partner,IL,Essential,Credit Improver
22865,2025-07-31,Organic,NJ,Plus,Credit Improver
22866,2023-09-15,Paid Search,NJ,Plus,Budget Builder
22867,2023-02-22,Paid Search,GA,Plus,Budget Builder
22868,2024-10-12,Paid Search,NY,Premium,Budget Builder
22869,2023-09-28,Organic,TX,Essential,Investor
22870,2023-07-20,Paid Search,NJ,Plus,Budget Builder
22871,2024-01-31,Paid Search,TX,Essential,Family Planner
22872,2024-01-13,Social,CA,Essential,Investor
22873,2024-11-06,Referral,GA,Essential,Credit Improver
22874,2024-06-18,Social,IL,Plus,Investor
22875,2025-07-11,Organic,TX,Plus,Family Planner
22876,2024-02-02,Organic,IL,Essential,Family Planner
22877,2025-05-16,Organic,IL,Plus,Budget Builder
22878,2024-07-14,Partner,GA,Essential,Budget Builder
22879,2023-07-09,Partner,IL,Essential,Budget Builder
22880,2023-07-24,Paid Search,GA,Essential,Investor
22881,2025-08-25,Paid Search,CA,Premium,Family Planner
22882,2023-02-13,Paid Search,IL,Plus,Budget Builder
22883,2025-09-30,Social,NJ,Essential,Investor
22884,2025-10-15,Paid Search,CA,Premium,Investor
22885,2024-10-01,Referral,IL,Essential,Budget Builder
22886,2025-09-20,Organic,IL,Premium,Investor
22887,2024-12-01,Paid Search,NJ,Essential,Budget Builder
22888,2024-12-13,Referral,NJ,Plus,Investor
22889,2024-09-28,Referral,IL,Plus,Budget Builder
22890,2025-03-14,Referral,TX,Essential,Budget Builder
22891,2023-11-07,Organic,FL,Plus,Credit Improver
22892,2025-05-27,Partner,NJ,Essential,Investor
22893,2025-05-06,Referral,FL,Essential,Investor
22894,2023-10-01,Referral,NJ,Essential,Investor
22895,2024-06-14,Organic,GA,Premium,Family Planner
22896,2023-01-17,Organic,NJ,Essential,Investor
22897,2024-12-18,Social,IL,Essential,Credit Improver
22898,2024-04-14,Paid Search,TX,Essential,Credit Improver
22899,2025-03-21,Paid Search,NY,Essential,Budget Builder
22900,2024-07-08,Partner,NJ,Premium,Family Planner
22901,2023-04-03,Paid Search,NY,Essential,Budget Builder
22902,2025-05-31,Partner,GA,Plus,Budget Builder
22903,2024-07-31,Paid Search,CA,Essential,Budget Builder
22904,2024-09-22,Referral,FL,Plus,Family Planner
22905,2025-03-31,Paid Search,GA,Essential,Budget Builder
22906,2024-08-06,Social,CA,Essential,Investor
22907,2025-04-25,Organic,NJ,Essential,Budget Builder
22908,2025-04-21,Organic,TX,Plus,Budget Builder
22909,2023-11-24,Organic,CA,Premium,Budget Builder
22910,2024-12-30,Paid Search,NY,Essential,Budget Builder
22911,2023-09-11,Paid Search,GA,Essential,Credit Improver
22912,2024-07-24,Organic,CA,Plus,Family Planner
22913,2024-06-27,Organic,IL,Essential,Budget Builder
22914,2025-04-30,Referral,NJ,Plus,Credit Improver
22915,2023-04-30,Paid Search,NY,Essential,Family Planner
22916,2025-09-01,Paid Search,GA,Premium,Budget Builder
22917,2025-04-01,Organic,TX,Premium,Investor
22918,2024-05-28,Organic,GA,Plus,Budget Builder
22919,2025-09-05,Social,FL,Essential,Family Planner
22920,2023-04-07,Paid Search,GA,Essential,Budget Builder
22921,2025-05-20,Social,NY,Essential,Family Planner
22922,2023-09-14,Paid Search,GA,Plus,Budget Builder
22923,2023-05-08,Referral,CA,Plus,Budget Builder
22924,2023-02-26,Referral,TX,Premium,Budget Builder
22925,2024-08-04,Organic,NY,Essential,Budget Builder
22926,2024-07-09,Paid Search,TX,Essential,Credit Improver
22927,2024-12-24,Paid Search,CA,Premium,Credit Improver
22928,2024-10-14,Paid Search,CA,Essential,Credit Improver
22929,2023-06-07,Paid Search,TX,Essential,Family Planner
22930,2023-03-26,Organic,CA,Plus,Investor
22931,2023-11-18,Paid Search,NY,Essential,Investor
22932,2023-11-05,Social,TX,Essential,Investor
22933,2023-10-11,Referral,FL,Premium,Budget Builder
22934,2025-09-29,Paid Search,NJ,Plus,Credit Improver
22935,2023-05-14,Organic,GA,Essential,Investor
22936,2024-09-05,Social,NJ,Plus,Credit Improver
22937,2024-10-10,Referral,TX,Premium,Budget Builder
22938,2023-08-17,Social,GA,Essential,Investor
22939,2025-09-24,Organic,CA,Plus,Credit Improver
22940,2023-04-29,Paid Search,NY,Premium,Budget Builder
22941,2025-07-26,Paid Search,FL,Essential,Family Planner
22942,2023-11-20,Paid Search,NY,Plus,Investor
22943,2025-07-09,Organic,CA,Plus,Credit Improver
22944,2023-06-08,Paid Search,FL,Essential,Family Planner
22945,2023-08-27,Referral,IL,Essential,Family Planner
22946,2024-01-31,Organic,NJ,Plus,Investor
22947,2023-11-16,Partner,NY,Plus,Investor
22948,2023-11-05,Organic,GA,Essential,Budget Builder
22949,2023-09-06,Organic,NY,Essential,Budget Builder
22950,2024-06-21,Organic,NJ,Plus,Investor
22951,2024-12-01,Paid Search,NY,Plus,Budget Builder
22952,2024-01-29,Organic,IL,Essential,Investor
22953,2024-10-13,Partner,GA,Essential,Budget Builder
22954,2025-10-14,Referral,NJ,Essential,Budget Builder
22955,2024-02-10,Paid Search,IL,Essential,Credit Improver
22956,2025-09-26,Paid Search,IL,Plus,Investor
22957,2023-01-21,Paid Search,TX,Premium,Investor
22958,2023-06-04,Referral,NJ,Essential,Investor
22959,2025-05-16,Social,IL,Essential,Credit Improver
22960,2024-07-12,Referral,NJ,Essential,Investor
22961,2023-07-13,Referral,GA,Essential,Budget Builder
22962,2024-02-03,Paid Search,TX,Essential,Credit Improver
22963,2023-10-07,Social,GA,Premium,Budget Builder
22964,2025-09-06,Referral,GA,Plus,Credit Improver
22965,2025-10-30,Partner,TX,Premium,Family Planner
22966,2024-04-16,Referral,CA,Essential,Budget Builder
22967,2023-06-01,Referral,GA,Premium,Budget Builder
22968,2025-03-12,Referral,CA,Premium,Credit Improver
22969,2024-07-06,Paid Search,FL,Premium,Family Planner
22970,2024-12-30,Organic,NJ,Essential,Credit Improver
22971,2024-05-27,Paid Search,FL,Essential,Budget Builder
22972,2025-10-09,Partner,IL,Plus,Budget Builder
22973,2023-06-20,Referral,TX,Plus,Credit Improver
22974,2025-04-29,Social,NJ,Essential,Investor
22975,2025-03-04,Paid Search,IL,Plus,Budget Builder
22976,2023-05-05,Paid Search,IL,Essential,Investor
22977,2023-06-24,Partner,NJ,Plus,Family Planner
22978,2024-05-18,Organic,NJ,Plus,Budget Builder
22979,2024-12-11,Organic,IL,Essential,Budget Builder
22980,2023-04-16,Partner,TX,Essential,Credit Improver
22981,2024-06-11,Referral,NY,Plus,Family Planner
22982,2023-02-07,Paid Search,IL,Premium,Budget Builder
22983,2024-01-30,Organic,GA,Plus,Budget Builder
22984,2025-07-09,Referral,FL,Essential,Investor
22985,2024-04-21,Referral,CA,Plus,Credit Improver
22986,2024-12-22,Paid Search,CA,Essential,Budget Builder
22987,2023-11-11,Organic,GA,Essential,Budget Builder
22988,2023-12-31,Paid Search,NY,Essential,Investor
22989,2023-06-30,Paid Search,NJ,Plus,Credit Improver
22990,2025-01-03,Paid Search,CA,Plus,Credit Improver
22991,2025-05-25,Referral,TX,Essential,Budget Builder
22992,2025-09-20,Referral,IL,Plus,Family Planner
22993,2024-10-22,Social,NJ,Premium,Budget Builder
22994,2023-09-01,Partner,IL,Plus,Budget Builder
22995,2023-11-09,Partner,GA,Essential,Budget Builder
22996,2023-03-17,Organic,TX,Plus,Investor
22997,2023-09-19,Paid Search,FL,Essential,Investor
22998,2023-08-19,Organic,GA,Plus,Budget Builder
22999,2024-12-03,Organic,NJ,Essential,Investor
23000,2024-10-07,Paid Search,IL,Essential,Budget Builder
23001,2025-01-26,Paid Search,TX,Plus,Budget Builder
23002,2025-04-21,Organic,IL,Essential,Investor
23003,2025-05-28,Referral,NY,Essential,Credit Improver
23004,2024-05-30,Organic,NY,Essential,Credit Improver
23005,2024-03-17,Partner,CA,Plus,Family Planner
23006,2024-08-05,Social,FL,Essential,Family Planner
23007,2023-09-19,Referral,NJ,Plus,Family Planner
23008,2025-01-18,Organic,FL,Plus,Budget Builder
23009,2025-03-29,Partner,IL,Essential,Investor
23010,2025-09-28,Paid Search,FL,Plus,Investor
23011,2025-05-16,Referral,IL,Essential,Budget Builder
23012,2024-08-30,Paid Search,FL,Plus,Investor
23013,2025-06-28,Organic,NJ,Essential,Family Planner
23014,2024-06-06,Organic,FL,Essential,Budget Builder
23015,2023-06-11,Partner,CA,Essential,Budget Builder
23016,2023-01-05,Paid Search,NY,Premium,Investor
23017,2023-07-21,Organic,IL,Plus,Family Planner
23018,2024-02-20,Referral,NJ,Essential,Investor
23019,2025-08-05,Partner,CA,Premium,Budget Builder
23020,2025-01-21,Paid Search,CA,Plus,Credit Improver
23021,2025-08-07,Partner,TX,Plus,Family Planner
23022,2024-01-08,Paid Search,CA,Essential,Investor
23023,2024-03-06,Referral,FL,Essential,Investor
23024,2024-11-20,Referral,NY,Plus,Family Planner
23025,2023-04-28,Organic,FL,Essential,Credit Improver
23026,2024-08-10,Partner,FL,Essential,Investor
23027,2023-08-15,Partner,CA,Plus,Investor
23028,2023-12-14,Referral,NJ,Essential,Family Planner
23029,2023-05-21,Paid Search,NJ,Premium,Investor
23030,2023-07-23,Paid Search,GA,Essential,Investor
23031,2025-09-30,Paid Search,NY,Premium,Budget Builder
23032,2025-05-10,Organic,TX,Plus,Credit Improver
23033,2025-04-24,Organic,FL,Essential,Credit Improver
23034,2025-09-21,Organic,NJ,Essential,Credit Improver
23035,2023-11-09,Social,CA,Essential,Budget Builder
23036,2023-05-17,Referral,FL,Essential,Budget Builder
23037,2023-12-17,Paid Search,FL,Premium,Budget Builder
23038,2023-06-22,Referral,GA,Essential,Investor
23039,2023-03-20,Organic,TX,Plus,Investor
23040,2025-09-05,Organic,FL,Essential,Credit Improver
23041,2024-07-22,Organic,TX,Premium,Family Planner
23042,2025-05-12,Partner,NJ,Premium,Family Planner
23043,2023-02-26,Social,GA,Essential,Budget Builder
23044,2023-12-29,Organic,NJ,Premium,Investor
23045,2023-05-14,Paid Search,GA,Essential,Credit Improver
23046,2023-01-14,Organic,FL,Plus,Family Planner
23047,2023-10-10,Social,FL,Plus,Budget Builder
23048,2025-03-16,Organic,TX,Essential,Budget Builder
23049,2023-05-07,Paid Search,CA,Plus,Family Planner
23050,2023-08-06,Referral,GA,Essential,Investor
23051,2025-01-14,Paid Search,FL,Essential,Credit Improver
23052,2024-11-10,Organic,TX,Plus,Investor
23053,2025-09-23,Referral,NY,Plus,Family Planner
23054,2023-09-17,Social,TX,Plus,Family Planner
23055,2023-04-09,Organic,IL,Essential,Budget Builder
23056,2023-07-01,Referral,FL,Essential,Credit Improver
23057,2023-06-18,Partner,GA,Plus,Budget Builder
23058,2023-08-21,Organic,GA,Premium,Credit Improver
23059,2025-08-13,Social,GA,Essential,Investor
23060,2024-04-16,Paid Search,FL,Essential,Budget Builder
23061,2024-11-09,Paid Search,NY,Essential,Family Planner
23062,2024-01-16,Referral,GA,Plus,Budget Builder
23063,2023-09-08,Partner,NJ,Plus,Credit Improver
23064,2023-11-15,Paid Search,GA,Essential,Investor
23065,2023-07-12,Paid Search,NJ,Essential,Investor
23066,2025-07-25,Referral,NY,Essential,Credit Improver
23067,2024-08-23,Partner,GA,Premium,Budget Builder
23068,2024-08-29,Referral,FL,Essential,Budget Builder
23069,2025-02-03,Organic,TX,Essential,Budget Builder
23070,2025-06-03,Referral,CA,Essential,Budget Builder
23071,2025-09-17,Organic,GA,Plus,Investor
23072,2024-05-20,Paid Search,NY,Essential,Budget Builder
23073,2023-03-06,Partner,IL,Essential,Budget Builder
23074,2023-08-10,Organic,NY,Plus,Budget Builder
23075,2024-04-10,Paid Search,TX,Essential,Investor
23076,2023-03-13,Referral,CA,Plus,Budget Builder
23077,2025-06-06,Partner,GA,Plus,Investor
23078,2024-04-18,Partner,IL,Essential,Credit Improver
23079,2024-10-16,Paid Search,CA,Premium,Investor
23080,2023-01-19,Paid Search,IL,Essential,Credit Improver
23081,2024-06-05,Partner,GA,Essential,Budget Builder
23082,2025-02-22,Partner,FL,Essential,Investor
23083,2024-02-19,Paid Search,NY,Premium,Family Planner
23084,2023-12-30,Organic,GA,Premium,Budget Builder
23085,2024-06-11,Paid Search,GA,Premium,Credit Improver
23086,2025-03-06,Social,TX,Essential,Credit Improver
23087,2024-03-18,Referral,NJ,Essential,Budget Builder
23088,2023-09-22,Partner,GA,Plus,Budget Builder
23089,2024-10-11,Organic,NJ,Plus,Family Planner
23090,2024-05-23,Referral,NJ,Essential,Budget Builder
23091,2024-04-10,Referral,TX,Essential,Family Planner
23092,2023-12-31,Paid Search,NJ,Essential,Family Planner
23093,2024-05-07,Referral,FL,Essential,Investor
23094,2024-06-25,Partner,IL,Essential,Budget Builder
23095,2024-12-23,Social,CA,Plus,Credit Improver
23096,2025-04-21,Paid Search,NJ,Plus,Budget Builder
23097,2023-10-27,Paid Search,TX,Essential,Investor
23098,2023-06-23,Paid Search,TX,Essential,Budget Builder
23099,2024-10-07,Paid Search,IL,Essential,Credit Improver
23100,2023-01-24,Paid Search,NJ,Essential,Investor
23101,2024-12-31,Partner,CA,Premium,Credit Improver
23102,2023-01-07,Social,IL,Plus,Investor
23103,2025-10-26,Referral,IL,Plus,Budget Builder
23104,2025-05-27,Social,CA,Essential,Investor
23105,2023-06-15,Referral,FL,Plus,Budget Builder
23106,2024-03-03,Partner,FL,Essential,Family Planner
23107,2023-05-25,Organic,NJ,Plus,Budget Builder
23108,2025-07-21,Organic,IL,Plus,Investor
23109,2024-05-23,Organic,GA,Essential,Budget Builder
23110,2025-06-25,Social,FL,Essential,Credit Improver
23111,2024-10-06,Organic,NJ,Plus,Investor
23112,2023-03-17,Referral,IL,Essential,Family Planner
23113,2025-04-03,Referral,FL,Essential,Budget Builder
23114,2024-07-19,Partner,FL,Plus,Family Planner
23115,2024-09-08,Paid Search,TX,Plus,Budget Builder
23116,2024-01-16,Paid Search,IL,Essential,Investor
23117,2025-04-27,Paid Search,NY,Essential,Budget Builder
23118,2023-10-30,Organic,NJ,Essential,Budget Builder
23119,2025-01-25,Organic,NJ,Essential,Budget Builder
23120,2023-06-13,Organic,IL,Essential,Budget Builder
23121,2023-04-11,Organic,NJ,Essential,Budget Builder
23122,2025-06-16,Partner,TX,Essential,Investor
23123,2025-02-21,Referral,FL,Essential,Family Planner
23124,2024-01-03,Referral,GA,Premium,Budget Builder
23125,2024-12-27,Referral,NJ,Premium,Investor
23126,2024-01-07,Paid Search,NJ,Plus,Investor
23127,2025-05-11,Partner,FL,Plus,Investor
23128,2023-10-07,Paid Search,IL,Essential,Credit Improver
23129,2023-11-12,Partner,CA,Plus,Budget Builder
23130,2025-03-26,Referral,NJ,Plus,Investor
23131,2023-05-31,Partner,IL,Plus,Credit Improver
23132,2025-10-05,Organic,IL,Essential,Budget Builder
23133,2024-10-30,Partner,NJ,Plus,Budget Builder
23134,2024-02-11,Organic,GA,Plus,Credit Improver
23135,2023-10-14,Referral,GA,Plus,Investor
23136,2025-07-05,Organic,NY,Plus,Investor
23137,2024-05-06,Organic,NJ,Plus,Budget Builder
23138,2025-10-29,Paid Search,TX,Plus,Budget Builder
23139,2025-01-07,Paid Search,CA,Plus,Credit Improver
23140,2023-05-11,Organic,CA,Essential,Budget Builder
23141,2025-09-23,Organic,IL,Essential,Investor
23142,2024-05-12,Social,GA,Essential,Family Planner
23143,2024-09-13,Organic,IL,Essential,Family Planner
23144,2025-06-07,Organic,FL,Plus,Family Planner
23145,2023-12-20,Paid Search,GA,Essential,Budget Builder
23146,2023-09-28,Paid Search,IL,Plus,Family Planner
23147,2024-03-07,Organic,NJ,Plus,Budget Builder
23148,2025-01-08,Partner,CA,Plus,Investor
23149,2024-04-16,Social,TX,Essential,Family Planner
23150,2024-05-22,Paid Search,NY,Essential,Budget Builder
23151,2023-02-24,Referral,NY,Essential,Investor
23152,2023-02-06,Social,NY,Essential,Budget Builder
23153,2025-06-18,Social,IL,Essential,Credit Improver
23154,2023-02-24,Paid Search,CA,Plus,Credit Improver
23155,2024-06-07,Partner,IL,Plus,Budget Builder
23156,2025-07-03,Paid Search,TX,Premium,Budget Builder
23157,2024-04-07,Organic,NY,Essential,Investor
23158,2024-11-27,Organic,IL,Essential,Budget Builder
23159,2024-12-16,Paid Search,CA,Essential,Credit Improver
23160,2025-10-27,Paid Search,TX,Plus,Budget Builder
23161,2025-01-01,Organic,GA,Essential,Budget Builder
23162,2025-09-15,Partner,FL,Essential,Budget Builder
23163,2023-07-31,Referral,CA,Essential,Budget Builder
23164,2025-01-23,Paid Search,CA,Essential,Investor
23165,2024-03-11,Paid Search,GA,Essential,Budget Builder
23166,2023-03-25,Organic,NY,Essential,Investor
23167,2025-02-17,Social,FL,Essential,Family Planner
23168,2025-04-13,Paid Search,NY,Essential,Investor
23169,2024-04-05,Organic,GA,Essential,Budget Builder
23170,2023-06-26,Paid Search,NJ,Essential,Budget Builder
23171,2023-11-08,Paid Search,FL,Essential,Family Planner
23172,2023-07-05,Paid Search,IL,Essential,Budget Builder
23173,2023-09-03,Partner,GA,Essential,Family Planner
23174,2025-10-13,Paid Search,TX,Plus,Investor
23175,2024-01-19,Social,TX,Plus,Investor
23176,2023-10-12,Social,NJ,Plus,Budget Builder
23177,2025-09-06,Social,GA,Essential,Credit Improver
23178,2025-09-14,Organic,GA,Premium,Budget Builder
23179,2023-10-27,Social,CA,Essential,Credit Improver
23180,2025-06-19,Paid Search,CA,Plus,Budget Builder
23181,2025-05-23,Referral,IL,Premium,Budget Builder
23182,2024-04-30,Partner,FL,Premium,Family Planner
23183,2024-03-11,Organic,GA,Essential,Credit Improver
23184,2025-03-16,Organic,IL,Plus,Budget Builder
23185,2023-06-30,Partner,IL,Plus,Family Planner
23186,2025-06-01,Paid Search,GA,Essential,Credit Improver
23187,2025-05-26,Referral,NY,Essential,Investor
23188,2024-11-24,Organic,IL,Essential,Family Planner
23189,2023-12-06,Social,NY,Essential,Budget Builder
23190,2024-05-05,Paid Search,NY,Plus,Budget Builder
23191,2024-05-09,Partner,GA,Essential,Credit Improver
23192,2024-12-30,Referral,TX,Plus,Investor
23193,2024-03-31,Social,NJ,Premium,Investor
23194,2023-04-15,Referral,NY,Premium,Budget Builder
23195,2024-12-19,Paid Search,FL,Essential,Budget Builder
23196,2024-03-14,Referral,NJ,Plus,Family Planner
23197,2024-10-12,Social,CA,Essential,Investor
23198,2024-05-23,Partner,FL,Plus,Family Planner
23199,2023-09-08,Paid Search,GA,Plus,Credit Improver
23200,2025-08-22,Partner,IL,Essential,Credit Improver
23201,2023-02-16,Referral,NY,Essential,Budget Builder
23202,2025-05-28,Social,NJ,Essential,Family Planner
23203,2025-10-14,Paid Search,NJ,Plus,Family Planner
23204,2025-02-13,Organic,IL,Plus,Credit Improver
23205,2025-06-03,Organic,CA,Essential,Investor
23206,2023-03-05,Partner,IL,Plus,Investor
23207,2023-11-16,Referral,NJ,Premium,Family Planner
23208,2025-05-09,Partner,CA,Plus,Credit Improver
23209,2025-02-18,Referral,TX,Essential,Investor
23210,2023-01-29,Paid Search,NY,Essential,Family Planner
23211,2024-03-12,Organic,IL,Premium,Credit Improver
23212,2025-02-01,Partner,FL,Essential,Family Planner
23213,2025-01-05,Organic,CA,Plus,Budget Builder
23214,2024-03-26,Social,FL,Essential,Credit Improver
23215,2024-09-24,Organic,CA,Plus,Investor
23216,2023-08-21,Organic,FL,Essential,Family Planner
23217,2023-07-19,Paid Search,IL,Premium,Credit Improver
23218,2024-11-04,Paid Search,CA,Essential,Family Planner
23219,2024-07-02,Social,NY,Premium,Family Planner
23220,2025-07-25,Paid Search,IL,Plus,Family Planner
23221,2023-04-07,Organic,NJ,Essential,Credit Improver
23222,2023-02-18,Social,IL,Essential,Budget Builder
23223,2025-06-14,Partner,NJ,Essential,Budget Builder
23224,2024-06-05,Social,IL,Premium,Credit Improver
23225,2023-02-09,Paid Search,NJ,Essential,Credit Improver
23226,2025-07-02,Organic,CA,Essential,Budget Builder
23227,2024-07-06,Paid Search,CA,Plus,Budget Builder
23228,2024-11-06,Organic,IL,Essential,Family Planner
23229,2025-02-08,Organic,GA,Essential,Investor
23230,2023-07-30,Social,CA,Plus,Family Planner
23231,2024-03-08,Social,TX,Essential,Budget Builder
23232,2024-12-07,Social,GA,Essential,Credit Improver
23233,2024-07-18,Paid Search,TX,Essential,Investor
23234,2023-05-27,Organic,TX,Essential,Credit Improver
23235,2023-10-09,Organic,TX,Essential,Budget Builder
23236,2025-01-24,Paid Search,FL,Essential,Credit Improver
23237,2024-05-09,Referral,IL,Plus,Credit Improver
23238,2024-02-13,Partner,FL,Essential,Family Planner
23239,2023-09-30,Paid Search,NY,Plus,Family Planner
23240,2024-04-02,Partner,TX,Essential,Investor
23241,2023-02-15,Social,IL,Essential,Investor
23242,2023-11-07,Social,FL,Premium,Investor
23243,2024-07-15,Paid Search,CA,Plus,Credit Improver
23244,2023-11-27,Social,CA,Essential,Investor
23245,2023-01-11,Social,TX,Essential,Family Planner
23246,2025-06-26,Paid Search,NJ,Essential,Investor
23247,2023-01-08,Paid Search,IL,Plus,Budget Builder
23248,2025-09-10,Organic,IL,Essential,Investor
23249,2024-07-19,Social,TX,Premium,Investor
23250,2023-09-30,Organic,GA,Essential,Budget Builder
23251,2025-07-29,Paid Search,TX,Essential,Family Planner
23252,2025-06-19,Referral,NJ,Plus,Family Planner
23253,2023-05-11,Partner,NJ,Essential,Family Planner
23254,2024-12-24,Referral,IL,Plus,Budget Builder
23255,2024-09-25,Referral,NJ,Essential,Family Planner
23256,2023-04-24,Referral,NY,Plus,Budget Builder
23257,2024-06-15,Organic,NJ,Essential,Credit Improver
23258,2023-02-02,Social,FL,Essential,Family Planner
23259,2023-05-13,Paid Search,NY,Premium,Family Planner
23260,2025-07-08,Organic,TX,Premium,Investor
23261,2025-09-01,Paid Search,IL,Essential,Family Planner
23262,2023-01-26,Partner,IL,Plus,Family Planner
23263,2024-08-23,Partner,IL,Essential,Budget Builder
23264,2024-06-28,Referral,NJ,Essential,Investor
23265,2023-01-18,Paid Search,GA,Essential,Investor
23266,2025-07-22,Referral,FL,Essential,Budget Builder
23267,2023-10-16,Paid Search,NJ,Essential,Investor
23268,2025-03-27,Social,NJ,Essential,Credit Improver
23269,2023-04-18,Social,NY,Plus,Family Planner
23270,2025-08-30,Organic,GA,Plus,Budget Builder
23271,2025-08-05,Paid Search,FL,Essential,Family Planner
23272,2025-01-07,Referral,FL,Plus,Budget Builder
23273,2023-11-20,Referral,TX,Essential,Credit Improver
23274,2025-05-16,Paid Search,TX,Essential,Family Planner
23275,2025-01-04,Paid Search,FL,Premium,Credit Improver
23276,2025-03-03,Referral,IL,Plus,Budget Builder
23277,2023-10-16,Paid Search,CA,Essential,Investor
23278,2025-06-10,Paid Search,IL,Plus,Credit Improver
23279,2023-02-12,Referral,IL,Premium,Family Planner
